OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderLineItem,OrderQuantity
8/9/2016,6/19/2003,SO52324,479,28535,9,3,2
8/9/2016,5/8/2003,SO52324,220,28535,9,4,1
8/9/2016,4/19/2003,SO52324,575,28535,9,1,1
8/9/2016,5/20/2003,SO52326,479,21602,1,2,3
8/9/2016,5/6/2003,SO52326,605,21602,1,1,1
8/9/2016,5/19/2003,SO52281,477,14051,9,3,2
8/9/2016,7/16/2003,SO52281,479,14051,9,2,2
8/9/2016,6/12/2003,SO52281,481,14051,9,4,2
8/9/2016,6/22/2003,SO52281,579,14051,9,1,1
8/9/2016,7/11/2003,SO52303,536,22980,4,1,3
8/9/2016,6/12/2003,SO52290,528,22848,9,2,2
8/9/2016,5/7/2003,SO52290,537,22848,9,1,1
8/9/2016,5/9/2003,SO52295,220,17107,8,2,1
8/9/2016,5/4/2003,SO52295,581,17107,8,1,1
8/9/2016,7/1/2003,SO52297,220,17715,10,2,1
8/9/2016,4/29/2003,SO52297,229,17715,10,3,1
8/9/2016,6/28/2003,SO52297,593,17715,10,1,1
8/9/2016,4/30/2003,SO52323,462,20152,9,2,2
8/9/2016,4/14/2003,SO52323,606,20152,9,1,1
8/9/2016,5/24/2003,SO52294,583,17096,8,1,1
8/9/2016,4/27/2003,SO52292,235,14317,9,1,1
8/9/2016,4/29/2003,SO52293,530,19584,9,2,2
8/9/2016,6/12/2003,SO52293,487,19584,9,3,1
8/9/2016,5/20/2003,SO52293,541,19584,9,1,1
8/9/2016,6/18/2003,SO52306,477,18095,4,1,2
8/9/2016,6/11/2003,SO52306,488,18095,4,2,1
8/9/2016,5/26/2003,SO52328,484,18302,9,2,2
8/9/2016,7/2/2003,SO52328,371,18302,9,1,1
8/9/2016,5/3/2003,SO52304,477,12202,6,2,2
8/9/2016,5/30/2003,SO52304,478,12202,6,1,2
8/9/2016,7/23/2003,SO52304,215,12202,6,3,1
8/9/2016,6/3/2003,SO52325,214,24669,4,2,1
8/9/2016,5/30/2003,SO52325,575,24669,4,1,1
8/9/2016,5/28/2003,SO52319,485,11324,4,2,2
8/9/2016,5/5/2003,SO52319,235,11324,4,3,1
8/9/2016,4/23/2003,SO52319,360,11324,4,1,1
8/10/2016,7/10/2003,SO52360,485,12050,4,4,2
8/10/2016,6/9/2003,SO52360,528,12050,4,3,2
8/10/2016,4/18/2003,SO52360,354,12050,4,1,1
8/10/2016,4/24/2003,SO52360,471,12050,4,5,1
8/10/2016,4/27/2003,SO52360,537,12050,4,2,1
8/10/2016,5/21/2003,SO52362,604,22301,4,1,1
8/10/2016,5/9/2003,SO52338,480,13944,6,3,2
8/10/2016,6/8/2003,SO52338,541,13944,6,1,2
8/10/2016,4/17/2003,SO52338,530,13944,6,2,1
8/10/2016,7/20/2003,SO52350,528,14512,1,1,2
8/10/2016,7/12/2003,SO52350,214,14512,1,2,1
8/10/2016,6/21/2003,SO52353,535,16539,8,1,2
8/10/2016,4/24/2003,SO52353,477,16539,8,2,1
8/10/2016,5/18/2003,SO52353,491,16539,8,3,1
8/10/2016,7/1/2003,SO52329,477,11480,7,2,2
8/10/2016,7/20/2003,SO52329,478,11480,7,3,2
8/10/2016,7/10/2003,SO52329,358,11480,7,1,1
8/10/2016,4/20/2003,SO52336,530,29040,4,1,2
8/10/2016,4/26/2003,SO52336,214,29040,4,2,1
8/10/2016,6/5/2003,SO52356,477,20981,8,2,2
8/10/2016,5/22/2003,SO52356,471,20981,8,1,1
8/10/2016,5/30/2003,SO52340,480,25849,4,2,2
8/10/2016,6/29/2003,SO52340,535,25849,4,1,2
8/10/2016,4/19/2003,SO52340,484,25849,4,3,1
8/10/2016,7/21/2003,SO52364,223,19443,8,3,2
8/10/2016,5/10/2003,SO52364,214,19443,8,2,1
8/10/2016,6/15/2003,SO52364,383,19443,8,1,1
8/10/2016,6/29/2003,SO52341,536,23824,4,1,3
8/10/2016,4/30/2003,SO52341,214,23824,4,3,1
8/10/2016,5/2/2003,SO52341,528,23824,4,2,1
8/10/2016,7/21/2003,SO52342,485,23695,4,3,2
8/10/2016,7/24/2003,SO52342,528,23695,4,1,2
8/10/2016,7/22/2003,SO52342,536,23695,4,2,2
8/10/2016,6/30/2003,SO52342,215,23695,4,4,1
8/10/2016,6/7/2003,SO52342,223,23695,4,6,1
8/10/2016,6/21/2003,SO52342,226,23695,4,5,1
8/10/2016,6/28/2003,SO52344,477,18569,1,1,2
8/10/2016,5/22/2003,SO52332,480,19087,9,1,2
8/10/2016,6/20/2003,SO52332,484,19087,9,2,2
8/10/2016,5/22/2003,SO52358,462,26414,8,2,2
8/10/2016,6/4/2003,SO52358,530,26414,8,3,2
8/10/2016,6/3/2003,SO52358,541,26414,8,1,2
8/10/2016,4/22/2003,SO52345,223,17540,1,2,2
8/10/2016,6/9/2003,SO52345,477,17540,1,1,2
8/10/2016,6/27/2003,SO52348,480,29130,6,2,2
8/10/2016,4/14/2003,SO52348,528,29130,6,1,2
8/10/2016,7/1/2003,SO52355,528,17771,7,2,2
8/10/2016,6/6/2003,SO52355,220,17771,7,3,1
8/10/2016,7/25/2003,SO52355,536,17771,7,1,1
8/10/2016,4/17/2003,SO52349,477,23679,6,1,2
8/10/2016,7/24/2003,SO52349,214,23679,6,2,1
8/10/2016,4/25/2003,SO52333,489,28333,4,1,1
8/10/2016,6/24/2003,SO52334,480,28971,1,2,2
8/10/2016,4/18/2003,SO52334,539,28971,1,1,2
8/10/2016,5/21/2003,SO52352,480,14145,7,2,2
8/10/2016,4/28/2003,SO52352,485,14145,7,1,1
8/10/2016,7/24/2003,SO52346,223,27441,6,2,3
8/10/2016,6/23/2003,SO52346,475,27441,6,1,1
8/10/2016,5/26/2003,SO52347,477,13285,6,1,2
8/10/2016,6/14/2003,SO52347,484,13285,6,2,1
8/10/2016,6/3/2003,SO52337,529,26272,1,1,2
8/10/2016,4/30/2003,SO52337,538,26272,1,2,2
8/10/2016,6/26/2003,SO52337,214,26272,1,3,1
8/10/2016,6/12/2003,SO52354,528,20138,8,2,2
8/10/2016,6/5/2003,SO52354,536,20138,8,1,2
8/10/2016,4/30/2003,SO52354,220,20138,8,3,1
8/10/2016,5/30/2003,SO52354,232,20138,8,4,1
8/10/2016,5/6/2003,SO52359,537,14604,6,1,1
8/10/2016,6/1/2003,SO52339,528,23784,1,2,2
8/10/2016,7/2/2003,SO52339,536,23784,1,1,2
8/10/2016,6/7/2003,SO52351,480,21581,6,2,2
8/10/2016,5/18/2003,SO52351,485,21581,6,1,2
8/10/2016,4/18/2003,SO52357,529,20944,7,1,3
8/10/2016,6/15/2003,SO52357,471,20944,7,3,1
8/10/2016,6/9/2003,SO52357,486,20944,7,2,1
8/10/2016,5/5/2003,SO52343,476,20343,1,1,1
8/10/2016,5/11/2003,SO52330,223,13668,9,1,2
8/10/2016,4/23/2003,SO52330,475,13668,9,2,1
8/10/2016,6/30/2003,SO52331,223,14053,9,2,1
8/10/2016,6/14/2003,SO52331,235,14053,9,1,1
8/10/2016,5/24/2003,SO52361,479,19771,9,2,3
8/10/2016,5/30/2003,SO52361,477,19771,9,3,2
8/10/2016,7/25/2003,SO52361,220,19771,9,4,1
8/10/2016,7/1/2003,SO52361,584,19771,9,1,1
8/10/2016,7/22/2003,SO52335,480,11284,4,1,2
8/10/2016,4/13/2003,SO52335,484,11284,4,2,2
8/10/2016,6/11/2003,SO52363,538,22289,4,2,2
8/10/2016,6/28/2003,SO52363,606,22289,4,1,1
8/11/2016,7/27/2003,SO52403,223,19534,4,2,2
8/11/2016,4/29/2003,SO52403,235,19534,4,3,1
8/11/2016,4/16/2003,SO52403,385,19534,4,1,1
8/11/2016,6/12/2003,SO52369,223,23629,10,3,2
8/11/2016,7/2/2003,SO52369,477,23629,10,2,2
8/11/2016,4/15/2003,SO52369,479,23629,10,4,2
8/11/2016,5/1/2003,SO52369,375,23629,10,1,1
8/11/2016,6/18/2003,SO52407,375,18307,9,1,1
8/11/2016,4/24/2003,SO52384,464,19695,1,1,2
8/11/2016,5/17/2003,SO52384,475,19695,1,2,1
8/11/2016,6/19/2003,SO52396,528,11666,4,2,2
8/11/2016,7/6/2003,SO52396,214,11666,4,4,1
8/11/2016,6/25/2003,SO52396,362,11666,4,1,1
8/11/2016,5/14/2003,SO52396,537,11666,4,3,1
8/11/2016,5/11/2003,SO52374,223,11631,6,1,2
8/11/2016,7/6/2003,SO52375,529,11631,6,1,2
8/11/2016,4/24/2003,SO52375,484,11631,6,2,1
8/11/2016,4/26/2003,SO52367,528,24890,9,1,2
8/11/2016,5/1/2003,SO52367,215,24890,9,2,1
8/11/2016,7/8/2003,SO52381,480,12061,6,3,2
8/11/2016,5/1/2003,SO52381,536,12061,6,1,2
8/11/2016,5/5/2003,SO52381,528,12061,6,2,1
8/11/2016,7/15/2003,SO52376,466,11843,1,2,2
8/11/2016,5/27/2003,SO52376,229,11843,1,1,1
8/11/2016,5/7/2003,SO52404,214,25612,10,2,1
8/11/2016,6/24/2003,SO52404,584,25612,10,1,1
8/11/2016,7/26/2003,SO52377,480,11711,6,1,2
8/11/2016,7/16/2003,SO52377,484,11711,6,2,2
8/11/2016,4/24/2003,SO52393,530,16584,10,1,2
8/11/2016,5/19/2003,SO52393,214,16584,10,2,1
8/11/2016,6/13/2003,SO52378,480,16133,6,3,2
8/11/2016,5/3/2003,SO52378,529,16133,6,1,2
8/11/2016,5/18/2003,SO52378,540,16133,6,2,1
8/11/2016,6/12/2003,SO52398,477,20159,9,3,2
8/11/2016,5/19/2003,SO52398,479,20159,9,2,2
8/11/2016,4/27/2003,SO52398,214,20159,9,4,1
8/11/2016,4/30/2003,SO52398,584,20159,9,1,1
8/11/2016,5/15/2003,SO52373,535,12035,9,1,2
8/11/2016,5/9/2003,SO52373,220,12035,9,3,1
8/11/2016,5/1/2003,SO52373,528,12035,9,2,1
8/11/2016,4/29/2003,SO52391,477,17630,8,1,2
8/11/2016,6/26/2003,SO52397,478,11683,4,3,3
8/11/2016,5/23/2003,SO52397,223,11683,4,4,2
8/11/2016,7/17/2003,SO52397,477,11683,4,2,2
8/11/2016,6/7/2003,SO52397,358,11683,4,1,1
8/11/2016,6/4/2003,SO52390,480,14866,8,3,2
8/11/2016,6/16/2003,SO52390,529,14866,8,2,2
8/11/2016,7/9/2003,SO52390,539,14866,8,1,2
8/11/2016,6/14/2003,SO52402,538,22288,1,2,2
8/11/2016,5/28/2003,SO52402,605,22288,1,1,1
8/11/2016,7/24/2003,SO52405,481,25626,10,2,2
8/11/2016,5/14/2003,SO52405,605,25626,10,1,1
8/11/2016,6/17/2003,SO52372,480,28301,4,1,2
8/11/2016,5/28/2003,SO52372,486,28301,4,2,1
8/11/2016,4/28/2003,SO52380,480,11200,6,2,2
8/11/2016,5/31/2003,SO52380,486,11200,6,3,1
8/11/2016,5/5/2003,SO52380,540,11200,6,1,1
8/11/2016,6/5/2003,SO52371,480,11527,4,1,2
8/11/2016,7/4/2003,SO52368,223,26141,9,1,2
8/11/2016,5/13/2003,SO52368,476,26141,9,2,1
8/11/2016,7/15/2003,SO52379,529,24393,1,1,1
8/11/2016,5/13/2003,SO52379,540,24393,1,2,1
8/11/2016,4/26/2003,SO52387,480,15198,4,2,2
8/11/2016,5/24/2003,SO52387,528,15198,4,1,2
8/11/2016,4/14/2003,SO52406,562,14426,8,1,1
8/11/2016,7/26/2003,SO52400,477,24523,4,2,2
8/11/2016,5/11/2003,SO52400,479,24523,4,3,2
8/11/2016,5/14/2003,SO52400,481,24523,4,6,2
8/11/2016,7/27/2003,SO52400,215,24523,4,4,1
8/11/2016,6/3/2003,SO52400,235,24523,4,5,1
8/11/2016,5/23/2003,SO52400,576,24523,4,1,1
8/11/2016,4/23/2003,SO52395,215,12374,7,1,1
8/11/2016,4/27/2003,SO52392,529,24561,8,1,2
8/11/2016,7/18/2003,SO52399,606,20157,9,1,1
8/11/2016,5/6/2003,SO52394,480,17628,10,2,2
8/11/2016,6/12/2003,SO52394,530,17628,10,1,1
8/11/2016,4/23/2003,SO52389,528,19080,7,1,3
8/11/2016,4/20/2003,SO52389,535,19080,7,2,1
8/11/2016,6/20/2003,SO52386,223,11331,6,2,3
8/11/2016,7/15/2003,SO52386,477,11331,6,1,2
8/11/2016,6/16/2003,SO52382,480,22365,4,2,2
8/11/2016,6/27/2003,SO52382,536,22365,4,1,2
8/11/2016,5/3/2003,SO52401,214,23750,10,2,1
8/11/2016,5/11/2003,SO52401,385,23750,10,1,1
8/11/2016,6/1/2003,SO52385,474,16666,6,1,1
8/11/2016,7/19/2003,SO52385,488,16666,6,2,1
8/11/2016,6/16/2003,SO52365,536,17251,9,1,3
8/11/2016,5/29/2003,SO52365,528,17251,9,2,2
8/11/2016,7/12/2003,SO52365,215,17251,9,3,1
8/11/2016,7/6/2003,SO52383,477,16085,6,2,2
8/11/2016,4/28/2003,SO52383,478,16085,6,1,2
8/12/2016,5/30/2003,SO52466,564,12316,10,1,1
8/12/2016,5/9/2003,SO52431,477,17368,1,1,1
8/12/2016,4/21/2003,SO52408,375,18252,9,1,1
8/12/2016,4/18/2003,SO52424,480,26468,4,2,2
8/12/2016,6/6/2003,SO52424,535,26468,4,1,2
8/12/2016,4/30/2003,SO52421,529,11234,4,1,2
8/12/2016,7/19/2003,SO52421,220,11234,4,2,1
8/12/2016,6/16/2003,SO52450,491,16888,4,2,1
8/12/2016,4/25/2003,SO52450,580,16888,4,1,1
8/12/2016,5/1/2003,SO52415,223,18290,9,1,2
8/12/2016,6/20/2003,SO52464,466,29398,8,2,2
8/12/2016,7/21/2003,SO52464,605,29398,8,1,1
8/12/2016,6/15/2003,SO52455,223,17983,8,2,1
8/12/2016,6/21/2003,SO52455,579,17983,8,1,1
8/12/2016,6/8/2003,SO52446,480,11212,6,3,3
8/12/2016,5/29/2003,SO52446,528,11212,6,1,2
8/12/2016,4/28/2003,SO52446,537,11212,6,2,1
8/12/2016,4/22/2003,SO52416,480,20839,10,3,2
8/12/2016,7/19/2003,SO52416,539,20839,10,2,1
8/12/2016,7/1/2003,SO52416,583,20839,10,1,1
8/12/2016,6/10/2003,SO52436,480,14465,1,2,2
8/12/2016,4/23/2003,SO52436,528,14465,1,1,2
8/12/2016,5/27/2003,SO52418,479,23618,10,2,3
8/12/2016,5/18/2003,SO52418,464,23618,10,4,2
8/12/2016,7/10/2003,SO52418,477,23618,10,3,2
8/12/2016,5/21/2003,SO52418,375,23618,10,1,1
8/12/2016,5/26/2003,SO52420,488,11091,6,1,1
8/12/2016,5/31/2003,SO52444,528,11635,4,2,2
8/12/2016,6/16/2003,SO52444,537,11635,4,1,1
8/12/2016,7/6/2003,SO52467,577,17964,8,1,1
8/12/2016,5/27/2003,SO52425,480,24829,4,2,2
8/12/2016,5/21/2003,SO52425,540,24829,4,1,1
8/12/2016,6/27/2003,SO52451,466,13060,4,5,2
8/12/2016,6/28/2003,SO52451,477,13060,4,4,2
8/12/2016,5/31/2003,SO52451,478,13060,4,3,2
8/12/2016,5/6/2003,SO52451,485,13060,4,2,2
8/12/2016,7/2/2003,SO52451,594,13060,4,1,1
8/12/2016,7/5/2003,SO52423,480,28764,4,2,2
8/12/2016,6/11/2003,SO52423,539,28764,4,1,2
8/12/2016,5/1/2003,SO52456,474,14101,9,2,1
8/12/2016,7/21/2003,SO52456,587,14101,9,1,1
8/12/2016,7/7/2003,SO52433,482,18757,1,2,2
8/12/2016,7/21/2003,SO52433,475,18757,1,1,1
8/12/2016,5/23/2003,SO52440,538,29451,7,1,3
8/12/2016,6/6/2003,SO52440,529,29451,7,2,2
8/12/2016,4/21/2003,SO52459,479,22328,1,2,2
8/12/2016,5/9/2003,SO52459,605,22328,1,1,1
8/12/2016,7/10/2003,SO52435,482,16119,1,2,2
8/12/2016,6/18/2003,SO52435,528,16119,1,1,1
8/12/2016,4/18/2003,SO52417,486,14087,9,1,1
8/12/2016,5/6/2003,SO52463,529,23225,10,3,2
8/12/2016,6/12/2003,SO52463,215,23225,10,4,1
8/12/2016,6/29/2003,SO52463,383,23225,10,1,1
8/12/2016,6/11/2003,SO52463,539,23225,10,2,1
8/12/2016,5/5/2003,SO52422,480,11287,6,3,3
8/12/2016,7/15/2003,SO52422,529,11287,6,2,2
8/12/2016,4/16/2003,SO52422,539,11287,6,1,2
8/12/2016,7/27/2003,SO52422,484,11287,6,4,1
8/12/2016,7/11/2003,SO52452,481,11307,4,4,3
8/12/2016,5/12/2003,SO52452,485,11307,4,2,2
8/12/2016,6/3/2003,SO52452,214,11307,4,3,1
8/12/2016,6/19/2003,SO52452,354,11307,4,1,1
8/12/2016,6/20/2003,SO52460,538,22275,4,2,2
8/12/2016,5/23/2003,SO52460,491,22275,4,3,1
8/12/2016,7/25/2003,SO52460,604,22275,4,1,1
8/12/2016,4/24/2003,SO52458,477,11457,9,2,2
8/12/2016,4/17/2003,SO52458,478,11457,9,3,2
8/12/2016,6/16/2003,SO52458,232,11457,9,4,1
8/12/2016,7/20/2003,SO52458,360,11457,9,1,1
8/12/2016,7/1/2003,SO52438,477,22491,8,1,2
8/12/2016,6/17/2003,SO52462,462,19531,4,3,2
8/12/2016,7/16/2003,SO52462,214,19531,4,2,1
8/12/2016,5/26/2003,SO52462,385,19531,4,1,1
8/12/2016,7/8/2003,SO52441,541,26904,7,1,2
8/12/2016,6/24/2003,SO52447,485,11691,4,2,3
8/12/2016,5/12/2003,SO52447,481,11691,4,3,2
8/12/2016,6/8/2003,SO52447,537,11691,4,1,1
8/12/2016,6/3/2003,SO52412,539,14231,9,1,2
8/12/2016,6/5/2003,SO52457,464,18701,9,3,2
8/12/2016,6/5/2003,SO52457,488,18701,9,2,1
8/12/2016,6/1/2003,SO52457,582,18701,9,1,1
8/12/2016,7/15/2003,SO52449,223,12643,8,1,2
8/12/2016,5/2/2003,SO52434,477,26348,6,1,2
8/12/2016,7/10/2003,SO52434,215,26348,6,2,1
8/12/2016,7/25/2003,SO52434,229,26348,6,3,1
8/12/2016,6/9/2003,SO52432,229,18583,1,2,1
8/12/2016,6/9/2003,SO52432,475,18583,1,1,1
8/12/2016,4/27/2003,SO52465,479,22462,8,2,2
8/12/2016,6/9/2003,SO52465,477,22462,8,3,1
8/12/2016,5/8/2003,SO52465,604,22462,8,1,1
8/12/2016,6/27/2003,SO52445,480,11620,1,3,2
8/12/2016,5/2/2003,SO52445,528,11620,1,1,2
8/12/2016,6/28/2003,SO52445,537,11620,1,2,1
8/12/2016,6/9/2003,SO52430,477,20391,4,2,2
8/12/2016,6/12/2003,SO52430,481,20391,4,3,2
8/12/2016,4/24/2003,SO52430,478,20391,4,1,1
8/12/2016,4/30/2003,SO52448,480,11637,4,2,2
8/12/2016,6/26/2003,SO52448,537,11637,4,1,1
8/12/2016,7/10/2003,SO52453,480,11531,4,2,2
8/12/2016,5/1/2003,SO52453,362,11531,4,1,1
8/12/2016,7/26/2003,SO52413,480,21190,9,3,2
8/12/2016,4/23/2003,SO52413,528,21190,9,1,2
8/12/2016,7/13/2003,SO52413,537,21190,9,2,1
8/12/2016,5/26/2003,SO52428,480,18604,6,3,2
8/12/2016,4/15/2003,SO52428,528,18604,6,1,2
8/12/2016,5/25/2003,SO52428,536,18604,6,2,2
8/12/2016,5/23/2003,SO52426,480,24516,4,3,2
8/12/2016,4/25/2003,SO52426,529,24516,4,2,2
8/12/2016,7/18/2003,SO52426,540,24516,4,1,1
8/12/2016,6/15/2003,SO52437,528,21111,10,2,3
8/12/2016,7/27/2003,SO52437,480,21111,10,3,2
8/12/2016,5/31/2003,SO52437,536,21111,10,1,2
8/12/2016,7/3/2003,SO52414,529,16608,9,2,2
8/12/2016,6/29/2003,SO52414,220,16608,9,3,1
8/12/2016,6/17/2003,SO52414,540,16608,9,1,1
8/12/2016,5/17/2003,SO52427,535,25844,4,1,2
8/12/2016,5/7/2003,SO52454,477,11243,10,3,3
8/12/2016,6/24/2003,SO52454,479,11243,10,2,2
8/12/2016,4/24/2003,SO52454,489,11243,10,4,1
8/12/2016,5/14/2003,SO52454,565,11243,10,1,1
8/12/2016,7/12/2003,SO52439,477,22455,8,1,2
8/12/2016,5/23/2003,SO52439,466,22455,8,2,1
8/12/2016,5/22/2003,SO52461,223,19409,4,3,2
8/12/2016,4/28/2003,SO52461,387,19409,4,1,1
8/12/2016,7/7/2003,SO52461,491,19409,4,2,1
8/12/2016,5/29/2003,SO52410,478,11250,10,2,2
8/12/2016,4/20/2003,SO52410,214,11250,10,3,1
8/12/2016,6/8/2003,SO52410,360,11250,10,1,1
8/12/2016,6/28/2003,SO52419,215,11619,6,1,1
8/12/2016,5/26/2003,SO52409,485,11412,8,2,3
8/12/2016,5/8/2003,SO52409,477,11412,8,4,2
8/12/2016,4/18/2003,SO52409,478,11412,8,3,2
8/12/2016,4/18/2003,SO52409,215,11412,8,5,1
8/12/2016,6/21/2003,SO52409,360,11412,8,1,1
8/12/2016,6/12/2003,SO52411,480,14053,9,2,2
8/12/2016,4/14/2003,SO52411,535,14053,9,1,2
8/12/2016,4/25/2003,SO52443,485,11233,4,2,2
8/12/2016,6/13/2003,SO52443,220,11233,4,3,1
8/12/2016,5/30/2003,SO52443,223,11233,4,5,1
8/12/2016,4/29/2003,SO52443,229,11233,4,4,1
8/12/2016,4/16/2003,SO52443,537,11233,4,1,1
8/12/2016,4/18/2003,SO52442,538,25645,8,1,1
8/12/2016,4/26/2003,SO52468,477,16713,9,2,2
8/12/2016,7/21/2003,SO52468,479,16713,9,3,2
8/12/2016,4/14/2003,SO52468,375,16713,9,1,1
8/12/2016,7/4/2003,SO52468,487,16713,9,4,1
8/12/2016,6/1/2003,SO52429,536,23088,1,1,3
8/12/2016,6/15/2003,SO52429,480,23088,1,2,2
8/13/2016,5/2/2003,SO52521,235,19405,1,2,1
8/13/2016,6/30/2003,SO52521,387,19405,1,1,1
8/13/2016,4/19/2003,SO52490,536,22090,4,1,2
8/13/2016,7/27/2003,SO52490,480,22090,4,2,1
8/13/2016,7/2/2003,SO52518,477,23172,6,3,2
8/13/2016,6/7/2003,SO52518,479,23172,6,2,2
8/13/2016,6/18/2003,SO52518,480,23172,6,4,2
8/13/2016,6/5/2003,SO52518,578,23172,6,1,1
8/13/2016,7/24/2003,SO52486,484,27996,4,3,2
8/13/2016,6/9/2003,SO52486,487,27996,4,2,1
8/13/2016,5/14/2003,SO52486,530,27996,4,1,1
8/13/2016,5/9/2003,SO52517,462,28673,4,3,2
8/13/2016,5/29/2003,SO52517,215,28673,4,2,1
8/13/2016,6/6/2003,SO52517,585,28673,4,1,1
8/13/2016,5/18/2003,SO52519,480,21332,6,4,2
8/13/2016,5/30/2003,SO52519,529,21332,6,2,2
8/13/2016,5/17/2003,SO52519,538,21332,6,3,2
8/13/2016,7/5/2003,SO52519,604,21332,6,1,1
8/13/2016,4/16/2003,SO52476,475,21382,9,1,1
8/13/2016,4/22/2003,SO52516,477,11946,9,3,2
8/13/2016,5/16/2003,SO52516,478,11946,9,2,2
8/13/2016,6/7/2003,SO52516,597,11946,9,1,1
8/13/2016,6/2/2003,SO52513,478,11618,6,2,3
8/13/2016,5/22/2003,SO52513,477,11618,6,3,2
8/13/2016,7/12/2003,SO52513,214,11618,6,4,1
8/13/2016,4/29/2003,SO52513,352,11618,6,1,1
8/13/2016,6/10/2003,SO52477,478,15579,9,1,2
8/13/2016,6/12/2003,SO52481,232,17975,7,2,1
8/13/2016,7/25/2003,SO52481,587,17975,7,1,1
8/13/2016,7/26/2003,SO52504,477,19327,7,1,2
8/13/2016,6/18/2003,SO52475,529,18885,9,2,2
8/13/2016,7/26/2003,SO52475,538,18885,9,1,2
8/13/2016,5/24/2003,SO52475,220,18885,9,3,1
8/13/2016,7/19/2003,SO52475,226,18885,9,4,1
8/13/2016,6/26/2003,SO52501,528,15330,1,1,2
8/13/2016,7/22/2003,SO52501,214,15330,1,2,1
8/13/2016,7/26/2003,SO52471,223,11953,1,3,3
8/13/2016,6/24/2003,SO52471,479,11953,1,1,2
8/13/2016,7/1/2003,SO52471,477,11953,1,2,1
8/13/2016,6/8/2003,SO52514,356,11675,1,1,1
8/13/2016,6/6/2003,SO52505,480,17092,8,3,2
8/13/2016,6/28/2003,SO52505,528,17092,8,2,2
8/13/2016,5/8/2003,SO52505,536,17092,8,1,2
8/13/2016,6/8/2003,SO52500,528,15469,4,1,2
8/13/2016,6/18/2003,SO52500,214,15469,4,2,1
8/13/2016,5/7/2003,SO52483,220,11223,6,2,1
8/13/2016,6/1/2003,SO52483,529,11223,6,1,1
8/13/2016,6/2/2003,SO52470,215,11414,10,3,1
8/13/2016,6/2/2003,SO52470,223,11414,10,4,1
8/13/2016,6/26/2003,SO52470,356,11414,10,1,1
8/13/2016,6/3/2003,SO52470,537,11414,10,2,1
8/13/2016,7/27/2003,SO52499,528,15414,4,1,2
8/13/2016,5/14/2003,SO52480,214,19455,10,2,1
8/13/2016,4/27/2003,SO52480,379,19455,10,1,1
8/13/2016,7/13/2003,SO52495,226,27283,6,2,1
8/13/2016,5/14/2003,SO52495,474,27283,6,1,1
8/13/2016,7/8/2003,SO52489,529,16097,6,2,2
8/13/2016,6/28/2003,SO52489,540,16097,6,1,1
8/13/2016,7/12/2003,SO52506,529,25627,10,1,3
8/13/2016,7/21/2003,SO52506,223,25627,10,3,2
8/13/2016,5/20/2003,SO52506,220,25627,10,2,1
8/13/2016,7/18/2003,SO52491,536,13095,6,2,2
8/13/2016,4/27/2003,SO52491,214,13095,6,3,1
8/13/2016,7/24/2003,SO52491,528,13095,6,1,1
8/13/2016,4/27/2003,SO52493,474,16005,6,1,1
8/13/2016,5/15/2003,SO52509,485,17601,6,1,3
8/13/2016,4/27/2003,SO52509,478,17601,6,2,2
8/13/2016,6/6/2003,SO52509,473,17601,6,5,1
8/13/2016,4/29/2003,SO52509,477,17601,6,3,1
8/13/2016,5/12/2003,SO52509,487,17601,6,4,1
8/13/2016,6/23/2003,SO52482,528,16324,10,2,2
8/13/2016,4/26/2003,SO52482,536,16324,10,3,2
8/13/2016,5/18/2003,SO52482,215,16324,10,4,1
8/13/2016,5/29/2003,SO52482,590,16324,10,1,1
8/13/2016,5/10/2003,SO52520,223,21309,4,3,2
8/13/2016,7/5/2003,SO52520,389,21309,4,1,1
8/13/2016,6/26/2003,SO52520,491,21309,4,2,1
8/13/2016,7/27/2003,SO52485,538,11820,6,2,3
8/13/2016,5/3/2003,SO52485,529,11820,6,1,2
8/13/2016,6/27/2003,SO52485,220,11820,6,3,1
8/13/2016,5/30/2003,SO52511,528,13854,4,3,2
8/13/2016,6/16/2003,SO52511,536,13854,4,2,2
8/13/2016,6/14/2003,SO52511,589,13854,4,1,1
8/13/2016,4/16/2003,SO52508,530,13815,10,2,2
8/13/2016,7/16/2003,SO52508,541,13815,10,1,2
8/13/2016,6/27/2003,SO52469,223,11406,7,5,2
8/13/2016,5/3/2003,SO52469,477,11406,7,4,2
8/13/2016,6/28/2003,SO52469,478,11406,7,3,2
8/13/2016,6/8/2003,SO52469,485,11406,7,2,2
8/13/2016,7/25/2003,SO52469,352,11406,7,1,1
8/13/2016,7/12/2003,SO52503,215,17105,10,2,1
8/13/2016,4/23/2003,SO52503,528,17105,10,1,1
8/13/2016,5/25/2003,SO52515,480,12052,4,3,2
8/13/2016,7/13/2003,SO52515,354,12052,4,1,1
8/13/2016,6/27/2003,SO52515,537,12052,4,2,1
8/13/2016,5/8/2003,SO52472,462,11176,6,2,3
8/13/2016,7/12/2003,SO52472,220,11176,6,1,1
8/13/2016,5/29/2003,SO52474,528,11113,9,1,2
8/13/2016,6/8/2003,SO52474,535,11113,9,2,2
8/13/2016,7/28/2003,SO52474,485,11113,9,3,1
8/13/2016,5/3/2003,SO52507,480,24141,7,2,2
